Comunidad autónoma de residencia;Tipo de dato;Gastos medios y distribución porcentual;Grupos de gasto (2 dígitos);Periodo;Total
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2018;1.807,36
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2017;1.816,99
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2016;1.765,40
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;10 Servicios de educación;2024;990,61
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;10 Servicios de educación;2023;889,38
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;10 Servicios de educación;2022;715,92
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;10 Servicios de educación;2021;745,36
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;10 Servicios de educación;2020;811,89
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;10 Servicios de educación;2019;827,08
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;10 Servicios de educación;2018;774,73
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;10 Servicios de educación;2017;657,22
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;10 Servicios de educación;2016;678,71
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2024;3.857,59
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2023;3.903,88
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2022;3.570,38
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2021;2.822,81
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2020;2.260,70
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2019;3.839,30
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2018;3.775,97
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2017;3.722,01
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2016;3.577,58
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2024;1.543,06
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2023;1.407,09
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2022;1.439,61
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2021;1.475,17
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2020;1.342,37
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2019;1.293,61
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2018;1.289,20
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2017;1.281,18
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2016;1.306,73
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2024;1.257,57
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2023;1.231,09
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2022;1.181,18
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2021;1.181,84
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2020;1.116,46
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2019;1.317,84
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2018;1.253,76
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2017;1.289,98
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2016;1.235,14
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;Índice general;2024;15.108,12
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;Índice general;2023;14.650,11
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;Índice general;2022;14.015,70
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;Índice general;2021;13.326,87
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;Índice general;2020;12.873,35
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;Índice general;2019;14.283,93
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;Índice general;2018;14.021,40
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;Índice general;2017;13.708,50
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;Índice general;2016;13.183,35
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2024;1.981,17
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2023;2.053,68
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2022;2.001,03
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2021;1.845,42
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2020;1.850,09
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2019;1.700,95
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2018;1.664,55
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2017;1.640,09
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2016;1.616,46
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2024;173,42
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2023;178,68
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2022;175,97
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2021;184,99
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2020;207,69
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2019;215,78
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2018;198,42
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2017;229,38
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2016;214,84
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;03 Vestido y calzado;2024;563,30
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;03 Vestido y calzado;2023;519,10
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;03 Vestido y calzado;2022;480,27
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;03 Vestido y calzado;2021;487,83
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;03 Vestido y calzado;2020;451,98
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;03 Vestido y calzado;2019;625,40
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;03 Vestido y calzado;2018;599,63
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;03 Vestido y calzado;2017;645,98
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;03 Vestido y calzado;2016;610,26
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2024;5.504,08
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;5.139,27
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;5.009,35
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;4.895,13
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;5.112,64
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;4.820,49
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;4.743,30
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;4.489,25
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;4.380,89
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2024;556,12
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;571,74
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;567,78
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;588,37
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;556,65
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;621,23
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;625,50
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;604,62
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;596,17
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;06 Sanidad;2024;626,32
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;06 Sanidad;2023;511,23
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;06 Sanidad;2022;471,05
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;06 Sanidad;2021;573,28
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;06 Sanidad;2020;463,76
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;06 Sanidad;2019;478,72
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;06 Sanidad;2018;395,32
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;06 Sanidad;2017;421,49
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;06 Sanidad;2016;406,62
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;07 Transporte;2024;1.493,97
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;07 Transporte;2023;1.629,01
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;07 Transporte;2022;1.572,21
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;07 Transporte;2021;1.339,43
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;07 Transporte;2020;1.129,50
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;07 Transporte;2019;1.666,14
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;07 Transporte;2018;1.715,04
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;07 Transporte;2017;1.660,90
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;07 Transporte;2016;1.443,10
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2024;493,76
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2023;462,36
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2022;480,25
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2021;480,06
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2020;495,64
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2019;489,37
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2018;492,59
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2017;483,56
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2016;460,67
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2024;776,85
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2023;670,96
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2022;567,55
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2021;537,74
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2020;414,56
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2019;761,89
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2018;728,35
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2017;732,24
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2016;712,12
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;10 Servicios de educación;2024;380,65
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;10 Servicios de educación;2023;348,75
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;10 Servicios de educación;2022;278,84
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;10 Servicios de educación;2021;286,71
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;10 Servicios de educación;2020;321,57
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;10 Servicios de educación;2019;330,02
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;10 Servicios de educación;2018;312,21
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;10 Servicios de educación;2017;264,86
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;10 Servicios de educación;2016;273,78
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2024;1.482,31
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2023;1.530,82
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2022;1.390,62
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2021;1.085,84
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2020;895,40
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2019;1.531,93
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2018;1.521,69
13 Madrid, Comunidad de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2017;1.499,95
